品目コード	プラント	品目テキスト	保管場所	特殊在庫区分	特殊在庫の評価	特殊在庫番号	保管場所レベルでの品目削除フラグ	ロット番号	基本数量単位	利用可能評価在庫	通貨コード	利用可能値	転送中在庫（保管場所間）	積送/輸送中の値	品質検査中在庫	品質検査値	非利用可能ロットの全在庫合計	制限値	保留在庫	保留在庫値	返品保留在庫	保留返品金額	販売伝票	販売伝票明細	棚番	勘定科目コード	勘定科目名	品目タイプ	滞留日数	評価クラス	評価クラステキスト	調達タイプ	調達タイプテキスト	評価減区分
457X61080	P300	PK70F-80 X	3140						PC	       3.000	JPY	           4309.176	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	FERT	   3084	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
457X81080	P300	PK110F-80 X	3130						PC	       3.000	JPY	           4396.725	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	FERT	   3084	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
457X81080	P300	PK110F-80 X	3140						PC	       6.000	JPY	            8793.45	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	FERT	   3084	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
457X81160	P300	PK110F-160 X	3160						PC	       4.000	JPY	             5862.3	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-4-9	154000	原材料(自動入力)	FERT	     43	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
458X10160	P300	PK130FG160 X	3160						PC	       1.000	JPY	           1475.929	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-4-10	154000	原材料(自動入力)	FERT	     43	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
458X21080	P300	PK160F-80 X	3130						PC	       3.000	JPY	          10271.361	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	FERT	   2132	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
458X21080	P300	PK160F-80 X	3140						PC	       3.000	JPY	          10271.361	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	FERT	   1418	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
458X21080	P300	PK160F-80 X	3160						PC	       6.000	JPY	          20542.722	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-2	154000	原材料(自動入力)	FERT	     72	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
458X21160	P300	PK160F-160 X	3160						PC	       2.000	JPY	           6847.574	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-2	154000	原材料(自動入力)	FERT	    318	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
4598A0060	P300	GSA600EA60	3110						PC	      10.000	JPY	           90693.07	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P08-4	154000	原材料(自動入力)	FERT	   2108	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
4598A00601D	P300	GSA600EA60(6ﾊﾟﾗ)S1B1A1837	3110						PC	       3.000	JPY	          27073.731	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P14-1	154000	原材料(自動入力)	FERT	   1958	3200	ＳＳＳ原材料（製品タイプ）	F	外部調達	00
46965225000	P300	PTP-46F-S1 20kΩ/25℃ B=395*D0A*	3110						PC	       9.000	JPY	               1215	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P01-1	154000	原材料(自動入力)	ROH	      5	1200	ＳＳＳ原材料	F	外部調達	00
46965225000	P300	PTP-46F-S1 20kΩ/25℃ B=395*D0A*	3130						PC	       4.000	JPY	                540	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   1886	1200	ＳＳＳ原材料	F	外部調達	00
46965225000	P300	PTP-46F-S1 20kΩ/25℃ B=395*D0A*	3140						PC	       4.000	JPY	                540	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
46965225000	P300	PTP-46F-S1 20kΩ/25℃ B=395*D0A*	3160						PC	       4.000	JPY	                540	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-3-3	154000	原材料(自動入力)	ROH	    786	1200	ＳＳＳ原材料	F	外部調達	00
47360001600	P300	ESD-SR-S25 ﾌｪﾗｲﾄ	3110						PC	       7.000	JPY	               1134	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	    186	1200	ＳＳＳ原材料	F	外部調達	00
47920000400	P300	ETF06B3AX    (D1A500100) *D0A*	3110						PC	      19.000	JPY	               3800	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-5	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
47940023400	P300	FN3359HV-600-99 AC690V 600A D*	3110						PC	       1.000	JPY	              68000	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-8	154000	原材料(自動入力)	ROH	    177	1200	ＳＳＳ原材料	F	外部調達	00
47940023700	P300	FN3270H-400-99 AC520V 400A DC*	3110						PC	       1.000	JPY	              69680	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-8	154000	原材料(自動入力)	ROH	    116	1200	ＳＳＳ原材料	F	外部調達	00
479531199	P300	SF1A-6794A-Z ESD-R19B	3110						PC	       3.000	JPY	                900	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-2-14	154000	原材料(自動入力)	HALB	     94	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
48010006900	P300	ﾄｰﾁﾖｳ ﾃﾞﾝｷﾖｸ 20Aﾖｳ 9-6506 D0A872500 ROHS	3110						PC	       4.000	JPY	            2509.08	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
48010007100	P300	ﾄｰﾁﾖｳ ﾁﾂﾌﾟ 15Aﾖｳ 9-6093 0.6MM 3ｹﾂ D0A872	3110						PC	      12.000	JPY	            3325.14	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
48010007101	P300	ﾄｰﾁﾖｳ ﾁﾂﾌﾟ 30Aﾖｳ 9-6501 0.6MM 6ｹﾂ ROHSﾀｲ	3110						PC	       8.000	JPY	            2021.88	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
48010007200	P300	ｼｰﾙﾄﾞ ｷｬｯﾌﾟ 20Aﾖｳ 9-6003 D0A872500 ROHSﾀ	3110						PC	      16.000	JPY	           24018.96	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
50001211101	P300	A141-1 ｻﾞｲｼﾂｶﾜ ｶｼﾞﾕｳ40KG ｳｽﾁﾔｲﾛ ｽﾁｰﾙﾏｷｺﾐ	3110						PC	       3.000	JPY	               3900	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   2629	1200	ＳＳＳ原材料	F	外部調達	00
503011163	P300	ﾂﾏﾐ  K2195  ｼﾖｳ 26ﾏﾙ	3140						PC	       1.000	JPY	                190	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   1262	1200	ＳＳＳ原材料	F	外部調達	00
50551002300	P300	ART20KT-K ｶｻｶﾞﾀ ﾌｴﾉｰﾙﾈﾂｺｳｶｾｲ *	3110						PC	       1.000	JPY	                104	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-5	154000	原材料(自動入力)	ROH	   2866	1200	ＳＳＳ原材料	F	外部調達	00
50551112200	P300	B-22 ｼｬﾌﾄ 6ﾌｧｲ ｶﾞﾀ ﾌｴﾉ-ﾙ ｶﾞｲｹ*	3110						PC	       9.000	JPY	               1089	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-6	154000	原材料(自動入力)	ROH	   2642	1200	ＳＳＳ原材料	F	外部調達	00
50551112200	P300	B-22 ｼｬﾌﾄ 6ﾌｧｲ ｶﾞﾀ ﾌｴﾉ-ﾙ ｶﾞｲｹ*	3140						PC	       1.000	JPY	                121	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
50909012300	P300	C-300-EF-3-10 2M ﾊﾟｯｷﾝ	3110						PC	       5.000	JPY	                575	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-7-10	154000	原材料(自動入力)	ROH	     60	1200	ＳＳＳ原材料	F	外部調達	00
50990004800	P300	CM-2S-1T 難燃ABS樹脂 Φ25.6mm 14.4*	3120						PC	       2.000	JPY	                460	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	   1429	1200	ＳＳＳ原材料	F	外部調達	00
52999019000	P300	DSDU-PS-KS-37-2 Dsubｺﾈｸﾀﾊｰﾈｽ *	3110						PC	       2.000	JPY	               8232	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守4	154000	原材料(自動入力)	ROH	    611	1200	ＳＳＳ原材料	F	外部調達	00
53003000600	P300	Cﾘﾝｸﾞ ｼﾞｸﾖｳ ﾖﾋﾞｹｲ20	3110						PC	     136.000	JPY	             674.56	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53003000601	P300	Cﾘﾝｸﾞ ｼﾞｸﾖｳ ﾖﾋﾞｹｲ18 ROHSﾀｲｵｳﾋﾝ	3110						PC	      36.000	JPY	                180	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   2490	1200	ＳＳＳ原材料	F	外部調達	00
53003000605	P300	Cﾘﾝｸﾞ ｼﾞｸﾖｳ ﾖﾋﾞｹｲ8	3110						PC	     682.000	JPY	             2455.2	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	    537	1200	ＳＳＳ原材料	F	外部調達	00
53093002800	P300	PORON H-32 T3.0 20X20 ﾃ-ﾌﾟﾆｯﾄ-500 ROHSﾀｲ	3110						PC	      11.000	JPY	             137.94	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53550003911	P300	PL4-M5M ﾂｷﾞﾃ	3110						PC	      11.000	JPY	               2145	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   1935	1200	ＳＳＳ原材料	F	外部調達	00
53550034400	P300	PMF602 ﾒｽｶｸﾍｷｽﾄﾚ-ﾄ	3110						PC	       7.000	JPY	               1680	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53602020400	P300	SF1.6 ﾖﾋﾞM3.5 ｶﾞｲｹｲ 6.5MM ﾀｶｻ 4.0MM ｱｾﾀｰ	3110						PC	       6.000	JPY	                156	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-2	154000	原材料(自動入力)	ROH	    213	1200	ＳＳＳ原材料	F	外部調達	00
53602021100	P300	SG1.6 ﾖﾋﾞM3.5 ｶﾞｲｹｲ 6.5MM ﾀｶｻ 4.0MM ｱｾﾀｰ	3110						PC	       6.000	JPY	                156	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-3	154000	原材料(自動入力)	ROH	    213	1200	ＳＳＳ原材料	F	外部調達	00
53602060100	P300	ASF464Eｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM4 ｶ*	3110						PC	       9.000	JPY	                783	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53613006500	P300	CP0 MAX  6MM ﾄﾘﾂｹｱﾅ 22MM ﾅｲﾛﾝ*	3110						PC	      59.000	JPY	              21240	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			SSS未使用-1	154000	原材料(自動入力)	ROH	    268	1200	ＳＳＳ原材料	F	外部調達	00
53631214700	P300	C30SG16A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	3110						PC	       6.000	JPY	                 90	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-7-2	154000	原材料(自動入力)	ROH	    736	1200	ＳＳＳ原材料	F	外部調達	00
53631215100	P300	C30SG22A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	3110						PC	      12.000	JPY	                204	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-7-8	154000	原材料(自動入力)	ROH	    200	1200	ＳＳＳ原材料	F	外部調達	00
53631217701	P300	CP30HP12 ﾎ-ﾙﾌﾟﾗｸﾞ ﾄﾘﾂｹ25.5	3110						PC	      13.000	JPY	                299	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-7-9	154000	原材料(自動入力)	ROH	    200	1200	ＳＳＳ原材料	F	外部調達	00
53631955600	P300	HP-5-40 ｻﾝｶｸﾛﾒｰﾄ M5 40 ﾈｼﾞ13m*	3110						PC	      92.000	JPY	             5345.2	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53636004400	P300	SPM8U 12.3MM ｼﾔﾌﾄ5.0MM 66ﾅｲﾛﾝ*	3110						PC	      36.000	JPY	              104.4	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-1	154000	原材料(自動入力)	ROH	     92	1200	ＳＳＳ原材料	F	外部調達	00
53692026100	P300	KGES6ｶｰﾄﾞｴｯｼﾞｽﾍﾟｰｻ 6MM ｼﾔﾌﾄ  *	3110						PC	      48.000	JPY	              403.2	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-8-4	154000	原材料(自動入力)	ROH	    368	1200	ＳＳＳ原材料	F	外部調達	00
536921171	P300	ﾛﾂｷﾝｸﾞｻﾎﾟｰﾄ KGLS- 8S	3110						PC	       1.000	JPY	                6.9	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
536921175	P300	ﾛﾂｷﾝｸﾞｻﾎﾟｰﾄ KGLS- 4S	3110						PC	       2.000	JPY	               14.4	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
53999028600	P300	SC0.343X1/2IL ｴﾝﾋﾞDIPｷｬｯﾌﾟ	3110						PC	      19.000	JPY	                931	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
54999333800	P300	ｺ-ﾁﾝｸﾞｸﾘﾂﾌﾟ CS-6	3110						PC	      12.000	JPY	                 42	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-7-11	154000	原材料(自動入力)	ROH	      5	1200	ＳＳＳ原材料	F	外部調達	00
55900709000	P300	PWB IK-7090	3150						PC	      37.000	JPY	             305250	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			滋賀PC	154000	原材料(自動入力)	HALB	    764	2200	ＳＳＳ原材料（半製品タイプ）	X	両方の調達タイプ	00
57051077900	P300	HG2G-5TT22TF-B HG2G-5TT TFT H*	3110						PC	       5.000	JPY	             179000	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守2	154000	原材料(自動入力)	ROH	    232	1200	ＳＳＳ原材料	F	外部調達	00
57051077900	P300	HG2G-5TT22TF-B HG2G-5TT TFT H*	3120						PC	       1.000	JPY	              35800	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    883	1200	ＳＳＳ原材料	F	外部調達	00
58010002800	P300	C500BAT08 BATTX ﾘﾁｳﾑ STANDBY *	3110						PC	      15.000	JPY	              28500	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-6-10	154000	原材料(自動入力)	ROH	      1	1200	ＳＳＳ原材料	F	外部調達	00
58010002800	P300	C500BAT08 BATTX ﾘﾁｳﾑ STANDBY *	3120						PC	       1.000	JPY	               1900	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	    549	1200	ＳＳＳ原材料	F	外部調達	00
58010002800	P300	C500BAT08 BATTX ﾘﾁｳﾑ STANDBY *	3160						PC	       1.000	JPY	               1900	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			1-3-2-7	154000	原材料(自動入力)	ROH	    891	1200	ＳＳＳ原材料	F	外部調達	00
600033302	P300	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B	3190						PC	       9.000	JPY	              30.15	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	     23	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
600033305	P300	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-315B	3190						PC	       9.000	JPY	               29.7	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	ROH	     23	1200	ＳＳＳ原材料	F	外部調達	00
600041128	P300	ｻﾎﾟｰﾀｰ S-25ｶﾞﾀ	3110						PC	      12.000	JPY	                924	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
63200003200	P300	DFR47ZMD ﾃﾞｰﾀﾗｲﾝﾌｲﾙﾀｰ ﾌｪﾗｲﾄ ﾅ*	3110						PC	       2.000	JPY	                980	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
63200006500	P300	1615MRE ﾘﾝｸﾞｺｱｰ ﾌｪﾗｲﾄ ﾅｲｹ*D0A*	3110						PC	      14.000	JPY	               2100	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
63200009500	P300	F4627H ﾘﾝｸﾞｺｱ ﾌｧｲﾝﾒｯﾄ ﾅｲｹｲ23.*	3110						PC	      10.000	JPY	              25450	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	    186	1200	ＳＳＳ原材料	F	外部調達	00
63200009600	P300	ZCAT-3035-1330 ﾌｪﾗｲﾄ ﾅｲｹｲ13MM*	3110						PC	      18.000	JPY	               3474	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			P04-3-4-6	154000	原材料(自動入力)	ROH	      5	1200	ＳＳＳ原材料	F	外部調達	00
63200024900	P300	F4424G ﾘﾝｸﾞｺｱ ﾌｧｲﾝﾒｯﾄ ﾅｲｹｲ21.*	3110						PC	       5.000	JPY	               8350	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	    186	1200	ＳＳＳ原材料	F	外部調達	00
63300429900	P300	ECL21-1.5KN 1ｿｳ50/60Hz P200V *	3110						PC	       6.000	JPY	             123120	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			保守5	154000	原材料(自動入力)	ROH	      4	1200	ＳＳＳ原材料	F	外部調達	00
670811166	P300	ﾎﾟﾘﾜﾂｼﾔW3-130 SJ1A-5977	3110						PC	     768.000	JPY	               7680	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	HALB	   2076	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
671021121	P300	SJ1A2811H  ｶﾞｽｲﾘｸﾁW432-1	3110						PC	       1.000	JPY	                120	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	HALB	   2083	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
671721121	P300	6ｶｸﾆﾂﾌﾟﾙ 1/4-1/4 NO1130	3110						PC	       3.000	JPY	                348	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA4-2	154000	原材料(自動入力)	ROH	   2083	1200	ＳＳＳ原材料	F	外部調達	00
678427130	P300	ｶﾝﾂｷﾞﾃDL08-02	3110						PC	       3.000	JPY	                441	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			PA3-4	154000	原材料(自動入力)	ROH	   3084	1200	ＳＳＳ原材料	F	外部調達	00
970105000	P300	MK-500C PZZA1050000	3110						PC	      12.000	JPY	              24504	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	    159	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970105000	P300	MK-500C PZZA1050000	3120						PC	       4.000	JPY	               8168	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	    297	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970105000	P300	MK-500C PZZA1050000	3160						PC	       2.000	JPY	               4084	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			2-3	154000	原材料(自動入力)	HALB	    892	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970105782	P300	MK-578AT2	3110						PC	       2.000	JPY	              54942	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970105784	P300	MK-578AT4	3110						PC	       6.000	JPY	             164796	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	   2175	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970105784	P300	MK-578AT4	3120						PC	       1.000	JPY	              27466	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	   2173	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970106170	P300	MK-617        RH1C-645	3110						PC	       1.000	JPY	              17915	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970106870	P300	MK-687	3140						PC	       1.000	JPY	               2169	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970106913	P300	MK-691AT3	3120						PC	       1.000	JPY	              19348	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970106919	P300	MK-691AT9	3140						PC	       1.000	JPY	              19370	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970107640	P300	MK-764	3110						PC	       3.000	JPY	               5673	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	     92	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970107801	P300	GK-780 T1	3110						PC	      19.000	JPY	              50274	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB06-4	154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970107801	P300	GK-780 T1	3140						PC	      12.000	JPY	              31752	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0				154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970110090	P300	XGK-1009A	3110						PC	       7.000	JPY	             155610	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB06-4	154000	原材料(自動入力)	HALB	    857	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970111960	P300	XMK-1196A             (F)	3110						PC	       1.000	JPY	              22453	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB02-1	154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
970112443	P300	CK-1244 S03	3110						PC	       6.000	JPY	              27546	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0	       0.000	                  0			CB11-1	154000	原材料(自動入力)	HALB	   3084	2200	ＳＳＳ原材料（半製品タイプ）	F	外部調達	00
