MRP 日付	プラント	MRP管理者	購買グループ	品目コード	略称	伝票番号	指図番号	所要日付	再計画日付	入庫/所要量	保管場所	親品目コード	親品目テキスト	例外グループ	例外	例外メッセージ	品目テキスト	Type	安全在庫	単位
20250808	P100	900	131	52890009700	購発注	4502397753		20251118	00000000	100.000	1214			6	20	手配を取消	ﾌｲﾝ ﾁｮｳｺｳﾖｳ (ｼｮｳ) ﾐﾂﾋﾞｼｶﾀﾊﾞﾝ *	PD	0.000	KG
20250808	P100	900	131	52890009800	購発注	4502405847		20250910	00000000	331.400	1214			6	20	手配を取消	ﾌｲﾝ EW731 75X310 ﾐﾂﾋﾞｼｶﾀﾊﾞﾝ (*	PD	0.000	KG
20250808	P100	900	131	52890018100	在庫			00000000	00000000	945.000				6	96	安全在庫レベルを下回りました	OSH-1625-SFL 16.5*16 L=25	PD	1400.000	PC
20250808	P100	900	131	52890018100	出荷通	4502387405		20250926	20250808	2000.000	1120			7	10	再日程計画(前倒し)	OSH-1625-SFL 16.5*16 L=25	PD	1400.000	PC
20250808	P100	900	131	52890018300	出荷通	4502407181		20251023	20250728	800.000	1120			7	10	再日程計画(前倒し)	OSH-2425-SFL 23.4*17 L=25	PD	200.000	PC
20250808	P100	900	134	52999020200	出荷通	4502403209		20251029	20251106	1.000	1210			7	15	再日程計画(先送り)	DC-601/WH RJ11 ｹｰﾌﾞﾙ 6ｷｮｸ6ｼﾝ *	PD	0.000	PC
20250808	P100	900	128	53001412600	出荷通	4502391408		20250827	20250909	12.000	1216			7	15	再日程計画(先送り)	6角穴付ﾎﾞﾙﾄ 6角穴付ﾎﾞﾙﾄ M12 4*	PD	0.000	PC
20250808	P100	900	128	53001417900	出荷通	4502398227		20250827	20250903	6.000	1213			7	15	再日程計画(先送り)	ﾘｮｳﾈｼﾞﾎﾞﾙﾄ ﾘｮｳﾈｼﾞ M12 X 255MM*	PD	0.000	PC
20250808	P100	900	121	53003342400	出荷通	4502414987		20250820	20250903	38.000	1210			7	15	再日程計画(先送り)	SB-EW-6 ﾖﾋﾞｹｲ6	PD	0.000	PC
20250808	P100	900	128	53007087800	購発注	4502418538		20250701	00000000	180.000	1210			3	07	手配終了日付が過去です	ﾛｯｶｸﾎﾟｽﾄHP6-11-19	PD	0.000	PC
20250808	P100	900	128	53007087800	購発注	4502418539		20250701	00000000	180.000	1210			3	07	手配終了日付が過去です	ﾛｯｶｸﾎﾟｽﾄHP6-11-19	PD	0.000	PC
20250808	P100	900	128	53007152800	購発注	4502417032		20251015	20250922	150.000	1210			7	10	再日程計画(前倒し)	首長ｱｲﾎﾞﾙﾄ M12L=30ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	50.000	PC
20250808	P100	900	128	53007152900	購発注	4502412841		20250904	20251204	10.000	1210			7	15	再日程計画(先送り)	首長ｱｲﾎﾞﾙﾄ M16L=35ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	0.000	PC
20250808	P100	900	128	53007153100	購発注	4502414343		20250822	20250722	60.000	1210			7	10	再日程計画(前倒し)	首長ｱｲﾎﾞﾙﾄ M24L=50ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	0.000	PC
20250808	P100	900	128	53007158500	購発注	4502418055		20250304	00000000	4.000	1216			3	07	手配終了日付が過去です	首長ｱｲﾎﾞﾙﾄ M20L=35ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	0.000	PC
20250808	P100	900	128	53007158500	購発注	4502418054		20250304	00000000	8.000	1216			3	07	手配終了日付が過去です	首長ｱｲﾎﾞﾙﾄ M20L=35ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	0.000	PC
20250808	P100	900	128	53007158500	購発注	4502418399		20250609	00000000	4.000	1216			3	07	手配終了日付が過去です	首長ｱｲﾎﾞﾙﾄ M20L=35ｻﾝｶｸﾛ-W 首長ｱｲﾎ*	PD	0.000	PC
20250808	P100	900	128	53007173400	出荷通	4502415835		20250827	20250903	16.000	1210			7	15	再日程計画(先送り)	ナベ小ねじ(+)M5*85 ナベ小ねじ M5 85mm 三*	PD	0.000	PC
20250808	P100	900	128	53007173400	出荷通	4502418529		20250827	20250903	20.000	1210			7	15	再日程計画(先送り)	ナベ小ねじ(+)M5*85 ナベ小ねじ M5 85mm 三*	PD	0.000	PC
20250808	P100	900	128	53007173400	購発注	4502418532		20251029	20251106	20.000	1210			7	15	再日程計画(先送り)	ナベ小ねじ(+)M5*85 ナベ小ねじ M5 85mm 三*	PD	0.000	PC
20250808	P100	900	121	53093106700	購発注	4502373137		20250827	20250903	36.000	1210			7	15	再日程計画(先送り)	G-401-1　防振グロメット ｲｿﾀﾞﾝﾌﾟ C-100*	PD	0.000	PC
20250808	P100	900	121	53093106900	購発注	4502373138		20250827	20250903	72.000	1210			7	15	再日程計画(先送り)	L-031 ﾎﾞｳｼﾝﾏｳﾝﾄｱｼ ｲｿﾀﾞﾝﾌﾟ C-1*	PD	0.000	PC
20250808	P100	900	134	53093107500	出荷通	4502418785		20250822	20250701	2.000	1216			7	10	再日程計画(前倒し)	ﾀﾝｷﾎｳﾈｵﾌﾟ.ｽﾎﾝｼﾞ20TX10WX1M	PD	0.000	PC
20250808	P100	900	134	53093107500	出荷通	4502418787		20250822	20250701	2.000	1216			7	10	再日程計画(前倒し)	ﾀﾝｷﾎｳﾈｵﾌﾟ.ｽﾎﾝｼﾞ20TX10WX1M	PD	0.000	PC
20250808	P100	900	128	53101131600	在庫			00000000	00000000	0.000				6	96	安全在庫レベルを下回りました	ﾜﾂｼﾔ ﾖﾋﾞ 16 ｶﾞｲｹｲ 60MM ﾃﾂ ｸﾛｿﾞﾒ 6-8T*	PD	50.000	PC
20250808	P100	900	128	53101131600	購発注	4502417359		20250822	20250808	400.000	1210			7	10	再日程計画(前倒し)	ﾜﾂｼﾔ ﾖﾋﾞ 16 ｶﾞｲｹｲ 60MM ﾃﾂ ｸﾛｿﾞﾒ 6-8T*	PD	50.000	PC
20250808	P100	900	128	53200003600	出荷通	4502418932		20250905	20250826	20.000	1210			7	10	再日程計画(前倒し)	32TA L10-9	PD	0.000	M
20250808	P100	900	121	53202004500	購発注	4502414241		20250827	20250903	200.000	1210			7	15	再日程計画(先送り)	C-1029-WP-M6 ｶﾞｲｹｲ  14MM T=*	PD	50.000	PC
20250808	P100	900	121	53202004600	購発注	4502414235		20250827	20250903	260.000	1210			7	15	再日程計画(先送り)	C-1029-WP-M8	PD	0.000	PC
20250808	P100	900	121	53202006300	購発注	4502414236		20250827	20250903	170.000	1210			7	15	再日程計画(先送り)	C-1029-WP-M5 ｶﾞｲｹｲ  12MM T=  3MM SUS304/	PD	0.000	PC
20250808	P100	900	121	53202007200	購発注	4502414237		20250827	20250903	38.000	1210			7	15	再日程計画(先送り)	C-1029-WP-M4 ｶﾞｲｹｲ  10MM T=  *	PD	0.000	PC
20250808	P100	900	128	53202015700	購発注	4502413128		20251006	20250922	200.000	1210			7	10	再日程計画(前倒し)	CC0610-15 ﾖﾋﾞ6.5 ｶﾞｲｹｲ  10MM *	PD	150.000	PC
20250808	P100	900	134	53202121900	出荷通	4502408206		20250904	20250808	100.000	1213			7	10	再日程計画(前倒し)	M16用FRPｾﾞﾂｴﾝﾜｯｼｬｰ 4-20-40	PD	30.000	PC
20250808	P100	900	134	53202121900	購発注	4502415516		20251009	20251001	100.000	1213			7	10	再日程計画(前倒し)	M16用FRPｾﾞﾂｴﾝﾜｯｼｬｰ 4-20-40	PD	30.000	PC
20250808	P100	900	128	53301018300	出荷通	4502417413		20250827	20250903	32.000	1210			7	15	再日程計画(先送り)	ﾁﾖｳﾅｯﾄ ﾅｯﾄ M  5 ﾃﾂ ｻﾝｶｸﾛﾒｰﾄ	PD	0.000	PC
20250808	P100	900	128	53301018300	出荷通	4502418534		20250827	20250903	40.000	1210			7	15	再日程計画(先送り)	ﾁﾖｳﾅｯﾄ ﾅｯﾄ M  5 ﾃﾂ ｻﾝｶｸﾛﾒｰﾄ	PD	0.000	PC
20250808	P100	900	111	53301417500	購発注	4502395545		20250822	20250904	10.000	1210			7	15	再日程計画(先送り)	ﾛｯｸﾅｯﾄ P-LB-PG29 ロックナット PG29 *	PD	0.000	PC
20250808	P100	900	134	53401800400	購発注	4502412790		20251225	20260106	5.000	1210			7	15	再日程計画(先送り)	ﾏｲﾗｼｰﾄ  5ﾐﾙ 100X1000 ﾏｲﾗｼｰﾄ ｱ*	PD	0.000	PC
20250808	P100	900	128	53550015500	購発注	4502410030		20251114	20251215	10.000	1210			7	15	再日程計画(先送り)	PC6-01M ｽﾄﾚｰﾄ R1/8 ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	128	53550023900	購依頼	0012724460		20251022	00000000	150.000	1210			4	01	新規登録された手配仮作成	PC6-02 ｽﾄﾚｰﾄ	PD	0.000	PC
20250808	P100	900	128	53550034400	購依頼	0012724461		20251022	00000000	50.000	1210			4	01	新規登録された手配仮作成	PMF602 ﾒｽｶｸﾍｷｽﾄﾚ-ﾄ	PD	0.000	PC
20250808	P100	900	128	53550043200	購発注	4502410031		20251114	20251215	10.000	1210			7	15	再日程計画(先送り)	JSC6-01AK ｽﾋﾟｺﾝ PISCO ｴﾙﾎﾞ ﾁｭ*	PD	0.000	PC
20250808	P100	900	128	53602015100	出荷通	4502373161		20250827	20250903	72.000	1210			7	15	再日程計画(先送り)	ﾏｷﾌﾞｯｼｭ ﾖﾋﾞ6 ｶﾞｲｹｲ 7.8MM ﾀｶｻ *	PD	0.000	PC
20250808	P100	900	128	53602018500	出荷通	4502373162		20250827	20250903	36.000	1210			7	15	再日程計画(先送り)	ﾏｷﾌﾞﾂｼﾕ ﾖﾋﾞ4 ﾀｶｻ   8MM SPCC Z*	PD	0.000	PC
20250808	P100	900	128	53602038400	出荷通	4502406566		20250822	20250827	50.000	1210			7	15	再日程計画(先送り)	BSF-306E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	PD	0.000	PC
20250808	P100	900	128	53602038400	出荷通	4502406567		20250827	20250909	100.000	1210			7	15	再日程計画(先送り)	BSF-306E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	PD	0.000	PC
20250808	P100	900	128	53602038600	出荷通	4502406563		20250822	20250827	60.000	1210			7	15	再日程計画(先送り)	BSF-309E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	PD	0.000	PC
20250808	P100	900	128	53602038600	出荷通	4502406564		20250827	20250909	70.000	1210			7	15	再日程計画(先送り)	BSF-309E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	PD	0.000	PC
20250808	P100	900	128	53602045100	購発注	4502414214		20250904	20250912	20.000	1210			7	15	再日程計画(先送り)	BSF-525E ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M5 ｶﾞ*	PD	0.000	PC
20250808	P100	900	128	53602046500	在庫			00000000	00000000	1.000				6	96	安全在庫レベルを下回りました	ASB315Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	PD	10.000	PC
20250808	P100	900	128	53602046500	出荷通	4502409386		20250820	20250808	50.000	1210			7	10	再日程計画(前倒し)	ASB315Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	PD	10.000	PC
20250808	P100	900	128	53602050300	購依頼	0012724490		20250919	00000000	200.000	1210			4	01	新規登録された手配仮作成	ASB310Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	PD	0.000	PC
20250808	P100	900	128	53602051700	出荷通	4502417995		20250827	20250807	6.000	1210			7	10	再日程計画(前倒し)	BSB350Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶﾞｲｹｲ 5.5MM ﾀｶｻ	PD	0.000	PC
20250808	P100	900	128	53602052100	出荷通	4502407078		20250827	20250901	100.000	1210			7	15	再日程計画(先送り)	BSB370Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	PD	0.000	PC
20250808	P100	900	117	53602053500	在庫			00000000	00000000	867.000				6	96	安全在庫レベルを下回りました	KSR-1A ｵﾚﾌｫﾙﾑ L-15 ﾖﾋﾞM3 ｶﾞｲｹ*	PD	1000.000	PC
20250808	P100	900	117	53602053500	購発注	4502404536		20250912	20250808	1000.000	1210			7	10	再日程計画(前倒し)	KSR-1A ｵﾚﾌｫﾙﾑ L-15 ﾖﾋﾞM3 ｶﾞｲｹ*	PD	1000.000	PC
20250808	P100	900	117	53602053500	購発注	4502417384		20260119	20251106	1000.000	1210			7	10	再日程計画(前倒し)	KSR-1A ｵﾚﾌｫﾙﾑ L-15 ﾖﾋﾞM3 ｶﾞｲｹ*	PD	1000.000	PC
20250808	P100	900	128	53602053700	出荷通	4502408941		20250827	20250901	200.000	1210			7	15	再日程計画(先送り)	BS-309Eｼﾞｭﾗｺﾝｽﾍﾟｰｻ ﾖﾋﾞM3 ｶﾞｲｹｲ 5.5MM ﾀｶｻ	PD	60.000	PC
20250808	P100	900	128	53602053700	購発注	4502418933		20251029	20251104	200.000	1210			7	15	再日程計画(先送り)	BS-309Eｼﾞｭﾗｺﾝｽﾍﾟｰｻ ﾖﾋﾞM3 ｶﾞｲｹｲ 5.5MM ﾀｶｻ	PD	60.000	PC
20250808	P100	900	128	53602056000	計手配	0013005198		20251105	00000000	100.000	1210			4	01	新規登録された手配仮作成	ASB306Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	PD	20.000	PC
20250808	P100	900	128	53602056100	購発注	4502392874		20250912	20251020	80.000	1210			7	15	再日程計画(先送り)	BSF-545E ｽﾁｰﾙｽﾍﾟｰｻ(6ｶｸ) M5 ｶﾞ*	PD	0.000	PC
20250808	P100	900	128	53602059800	購発注	4502414217		20250827	20250716	100.000	1210			7	10	再日程計画(前倒し)	BSB-508E ﾖﾋﾞM5 ｶﾞｲｹｲ 8.0MM ﾀｶｻ   8MM C36	PD	0.000	PC
20250808	P100	900	128	53602532200	出荷通	4502417988		20250827	20250304	4.000	1210			7	10	再日程計画(前倒し)	BS-330E ｼﾞｭﾗｺﾝﾍﾟｰｻ ﾖﾋﾞM3 ｶﾞｲｹ*	PD	0.000	PC
20250808	P100	900	128	53602533800	出荷通	4502417993		20250827	20250901	200.000	1210			7	15	再日程計画(先送り)	CZ-411 4.2 7 11 ｼﾞｭﾗﾈｯｸｽ(PBT *	PD	5.000	PC
20250808	P100	900	117	53602535100	購発注	4502407806		20250925	20250807	1000.000	1210			7	10	再日程計画(前倒し)	KSR-2A ｵﾚﾌｫﾙﾑ L-20 ﾖﾋﾞM3 ｶﾞｲｹ*	PD	500.000	PC
20250808	P100	900	128	53602538900	出荷通	4502407077		20250827	20250901	100.000	1210			7	15	再日程計画(先送り)	BSF-4110E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞ*	PD	0.000	PC
20250808	P100	900	128	53602540200	購発注	4502409381		20251029	20251104	32.000	1210			7	15	再日程計画(先送り)	BSB-610E M6 10 C3604BD ﾆｯｹﾙ	PD	0.000	PC
20250808	P100	900	117	53602541500	購発注	4502413559		20250827	20250902	50.000	1210			7	15	再日程計画(先送り)	TRT-07 ｽﾍﾟｰｻｰ 10*6.9MM ﾀｶｻ 7.*	PD	150.000	PC
20250808	P100	900	128	53602542200	出荷通	4502407075		20250827	20250903	8.000	1210			7	15	再日程計画(先送り)	AMP-320E M3 六角 20mm PPS なし 黒 *	PD	0.000	PC
20250808	P100	900	128	53602542200	購発注	4502409382		20251029	20251104	64.000	1210			7	15	再日程計画(先送り)	AMP-320E M3 六角 20mm PPS なし 黒 *	PD	0.000	PC
20250808	P100	900	128	53602542200	購発注	4502413125		20250926	20251002	8.000	1210			7	15	再日程計画(先送り)	AMP-320E M3 六角 20mm PPS なし 黒 *	PD	0.000	PC
20250808	P100	900	128	53602542200	出荷通	4502415854		20250827	20250903	8.000	1210			7	15	再日程計画(先送り)	AMP-320E M3 六角 20mm PPS なし 黒 *	PD	0.000	PC
20250808	P100	900	128	53602542200	購発注	4502414213		20250926	20251002	8.000	1210			7	15	再日程計画(先送り)	AMP-320E M3 六角 20mm PPS なし 黒 *	PD	0.000	PC
20250808	P100	900	128	53602542300	出荷通	4502415853		20250827	20250903	10.000	1210			7	15	再日程計画(先送り)	BMP-414E 4 六角 14mm PPS 黒	PD	0.000	PC
20250808	P100	900	128	53602542300	出荷通	4502415855		20250827	20250903	10.000	1210			7	15	再日程計画(先送り)	BMP-414E 4 六角 14mm PPS 黒	PD	0.000	PC
20250808	P100	900	128	53602543400	購発注	4502418294		20250801	00000000	8.000	1210			3	07	手配終了日付が過去です	ASF-630E ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM6*	PD	0.000	PC
20250808	P100	900	134	53611111100	在庫			00000000	00000000	91.000				6	96	安全在庫レベルを下回りました	ｶｻﾞﾘﾋﾞｽ	PD	100.000	PC
20250808	P100	900	134	53611111100	購発注	4502414061		20250822	20250808	200.000	1210			7	10	再日程計画(前倒し)	ｶｻﾞﾘﾋﾞｽ	PD	100.000	PC
20250808	P100	900	134	53611111400	購発注	4502418200		20250123	00000000	18.000	1210			3	07	手配終了日付が過去です	ｶｻﾞﾘﾋﾞｽ	PD	0.000	PC
20250808	P100	900	134	53611131100	購発注	4502418793		20250827	20250903	20.000	1210			7	15	再日程計画(先送り)	ｶｻﾞﾘﾋﾞｽ	PD	20.000	PC
20250808	P100	900	128	53612013101	出荷通	4502417996		20250827	20250807	5.000	1210			7	10	再日程計画(前倒し)	NPE-30-15-1	PD	0.000	M
20250808	P100	900	128	53612401600	購発注	4502373132		20250827	20250903	5.000	1210			7	15	再日程計画(先送り)	ｼﾘｺﾝﾁﾕｰﾌﾞ ﾁﾕｰﾌﾞ ﾅｲｹｲ15MM ｶﾞｲｹ*	PD	0.000	M
20250808	P100	900	128	53612405100	購依頼	0012724437		20250904	00000000	10.000	1210			4	01	新規登録された手配仮作成	ｼﾘｺﾝﾁﾕｰﾌﾞ ﾁﾕｰﾌﾞ ﾅｲｹｲ1MM ｶﾞｲｹｲ*	PD	0.000	M
20250808	P100	900	121	53613009700	購依頼	0012724462		20251002	00000000	200.000	1210			4	01	新規登録された手配仮作成	C30SG42A MAX3.2MM ﾄﾘﾂｹｱﾅ 42MM	PD	50.000	PC
20250808	P100	900	121	53613014500	購発注	4502392913		20250912	20251020	20.000	1210			7	15	再日程計画(先送り)	C30SG50A MAX3.2MM ﾄﾘﾂｹｱﾅ 50MM*	PD	0.000	PC
20250808	P100	900	121	53613016500	購発注	4502366860		20250827	20250912	6.000	1210			7	15	再日程計画(先送り)	C30SG60A ｺﾞｳｾｲｺﾞﾑ ﾅｲｹｲ 50MM ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	121	53613016500	購発注	4502366863		20260424	20260508	6.000	1210			7	15	再日程計画(先送り)	C30SG60A ｺﾞｳｾｲｺﾞﾑ ﾅｲｹｲ 50MM ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	117	53613021500	購発注	4502407020		20250827	20251002	20.000	1210			7	15	再日程計画(先送り)	OA-S1 ABS/PVC ﾅｲｹｲ6-12MM ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	117	53613021500	購発注	4502417957		20251029	20251104	40.000	1210			7	15	再日程計画(先送り)	OA-S1 ABS/PVC ﾅｲｹｲ6-12MM ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	117	53613022500	在庫			00000000	00000000	0.000				6	96	安全在庫レベルを下回りました	SCLB14A ｹｰﾌﾞﾙｺﾈｸﾀ ﾅｲﾛﾝ66 ROHSﾀｲｵｳﾋﾝ	PD	10.000	PC
20250808	P100	900	117	53613022500	購発注	4502406509		20250822	20250808	10.000	1210			7	10	再日程計画(前倒し)	SCLB14A ｹｰﾌﾞﾙｺﾈｸﾀ ﾅｲﾛﾝ66 ROHSﾀｲｵｳﾋﾝ	PD	10.000	PC
20250808	P100	900	117	53613022500	購発注	4502406831		20250822	20250827	10.000	1210			7	15	再日程計画(先送り)	SCLB14A ｹｰﾌﾞﾙｺﾈｸﾀ ﾅｲﾛﾝ66 ROHSﾀｲｵｳﾋﾝ	PD	10.000	PC
20250808	P100	900	121	53613024400	購発注	4502407103		20250827	20250912	20.000	1210			7	15	再日程計画(先送り)	C30SG54A ｺﾞｳｾｲｺﾞﾑ ﾅｲｹｲ 44MM ROHSﾀｲｵｳﾋﾝ	PD	0.000	PC
20250808	P100	900	128	53613554500	購発注	4502417432		20250827	20250903	100.000	1210			7	15	再日程計画(先送り)	OCB-625 2.3mm φ15.9 66ﾅｲﾛﾝ 1*	PD	0.000	PC
20250808	P100	900	117	53613558900	購発注	4502410265		20250827	20250909	20.000	1210			7	15	再日程計画(先送り)	SCLB22B ｹｰﾌﾞﾙｺﾈｸﾀ MAX  4MM ﾄﾘ*	PD	0.000	PC
20250808	P100	900	128	53613559400	在庫			00000000	00000000	0.000				6	96	安全在庫レベルを下回りました	D4280-1430Lｼﾞｭﾗｺﾝﾌﾞｯｼｭ 3MM M4*	PD	80.000	PC
20250808	P100	900	128	53613559400	出荷通	4502416917		20250826	20250808	240.000	1120			7	10	再日程計画(前倒し)	D4280-1430Lｼﾞｭﾗｺﾝﾌﾞｯｼｭ 3MM M4*	PD	80.000	PC
20250808	P100	900	302	53620000800	購発注	4502414569		20250904	20250910	4.000	1210			7	15	再日程計画(先送り)	ﾄﾞｳﾃﾞﾝｾｲ_ﾌｸﾛ (200) X(150) X(0*	PD	0.000	PC
20250808	P100	900	121	53631214500	購依頼	0012724472		20251022	00000000	250.000	1210			4	01	新規登録された手配仮作成	C30SG20A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631214500	購依頼	0012724473		20251028	00000000	100.000	1210			4	01	新規登録された手配仮作成	C30SG20A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215100	購発注	4502416276		20250925	20250917	200.000	1210			7	10	再日程計画(前倒し)	C30SG22A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	50.000	PC
20250808	P100	900	121	53631215900	購発注	4502406598		20250827	20250909	20.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215900	購発注	4502410053		20251114	20251215	100.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215900	購発注	4502413136		20250926	20251002	14.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215900	購発注	4502412415		20260130	20260206	200.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215900	購発注	4502414232		20250926	20251002	14.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631215900	購発注	4502416940		20251201	20251208	100.000	1210			7	15	再日程計画(先送り)	C30SG28A ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	128	53631954700	在庫			00000000	00000000	6.000				6	96	安全在庫レベルを下回りました	HP-4-40 ｻﾝｶｸﾛﾒｰﾄ M4 40 ﾈｼﾞ10m*	PD	10.000	PC
20250808	P100	900	128	53631954700	出荷通	4502411612		20250821	20250808	50.000	1210			7	10	再日程計画(前倒し)	HP-4-40 ｻﾝｶｸﾛﾒｰﾄ M4 40 ﾈｼﾞ10m*	PD	10.000	PC
20250808	P100	900	128	53631955400	出荷通	4502418288		20250821	20250801	10.000	1210			7	10	再日程計画(前倒し)	HP-5-25 ｻﾝｶｸﾛﾒｰﾄ M5 25 ﾈｼﾞ13m*	PD	0.000	PC
20250808	P100	900	128	53631955700	出荷通	4502418291		20250821	20250801	10.000	1210			7	10	再日程計画(前倒し)	HP-5-50 ｻﾝｶｸﾛﾒｰﾄ M5 50 ﾈｼﾞ13m*	PD	0.000	PC
20250808	P100	900	128	53631956000	出荷通	4502418289		20250821	20250801	100.000	1210			7	10	再日程計画(前倒し)	HP-5-80 ｻﾝｶｸﾛﾒｰﾄ M5 80 ﾈｼﾞ13m*	PD	30.000	PC
20250808	P100	900	128	53631956100	在庫			00000000	00000000	12.000				6	96	安全在庫レベルを下回りました	HP-5-100 ｻﾝｶｸﾛﾒｰﾄ M5 100 ﾈｼﾞ1*	PD	20.000	PC
20250808	P100	900	128	53631956100	出荷通	4502417427		20250821	20250808	50.000	1210			7	10	再日程計画(前倒し)	HP-5-100 ｻﾝｶｸﾛﾒｰﾄ M5 100 ﾈｼﾞ1*	PD	20.000	PC
20250808	P100	900	121	53631957700	購発注	4502418946		20250827	20250901	50.000	1210			7	15	再日程計画(先送り)	C-30-SG-20X60A-EP-UL	PD	0.000	PC
20250808	P100	900	121	53631959200	購発注	4502415869		20250827	20250903	2.000	1210			7	15	再日程計画(先送り)	C-30-SG-18A-EP-UL ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631959200	購発注	4502418563		20250827	20250903	2.000	1210			7	15	再日程計画(先送り)	C-30-SG-18A-EP-UL ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	121	53631959200	購発注	4502418572		20251029	20251106	2.000	1210			7	15	再日程計画(先送り)	C-30-SG-18A-EP-UL ﾏｸﾂｷｸﾞﾛﾒﾂﾄ	PD	0.000	PC
20250808	P100	900	128	53634008700	出荷通	4502392846		20250911	20251020	40.000	1210			7	15	再日程計画(先送り)	WS1 ﾃﾞﾝｾﾝｻﾎﾟ-ﾀ-	PD	0.000	PC
20250808	P100	900	128	53634133800	出荷通	4502418292		20250821	20250801	50.000	1210			7	10	再日程計画(前倒し)	T-30 ｾﾞﾂｴﾝｻﾎﾟｰﾄ M   8 ﾄﾞｳﾅｶﾞｻ*	PD	10.000	PC
20250808	P100	900	128	53634133900	出荷通	4502418293		20250825	20250901	100.000	1210			7	15	再日程計画(先送り)	T-35 ｾﾞﾂｴﾝｻﾎﾟｰﾄ M   8 ﾄﾞｳﾅｶﾞｻ 35MM ﾈｼﾞL1	PD	0.000	PC
20250808	P100	900	128	53634134400	出荷通	4502409378		20250828	20250909	500.000	1210			7	15	再日程計画(先送り)	S-20-5 ｾﾞﾂｴﾝｻﾎﾟｰﾄ M   5 ﾄﾞｳﾅｶ*	PD	50.000	PC
20250808	P100	900	128	53634134500	出荷通	4502418290		20250821	20250801	50.000	1210			7	10	再日程計画(前倒し)	S-20-6 ｾﾞﾂｴﾝｻﾎﾟｰﾄ M   6 ﾄﾞｳﾅｶ*	PD	0.000	PC
20250808	P100	900	128	53634134600	出荷通	4502414206		20250922	20250818	200.000	1210			7	10	再日程計画(前倒し)	S-25 ｾﾞﾂｴﾝｻﾎﾟｰﾄ M   6 ﾄﾞｳﾅｶﾞｻ*	PD	50.000	PC
20250808	P100	900	128	53634137200	在庫			00000000	00000000	74.000				6	96	安全在庫レベルを下回りました	EI-35Sｾﾞﾂｴﾝｻﾎﾟｰﾄ	PD	150.000	PC
