品目コード	プラント	品目タイプ	品目St	標準原価	価格単位	１個標準原価	現会計年度	現会計期間	評価クラス	間接費グループ	基本数量単位	調達タイプ	特殊調達タイプ	削除フラグ	品目テキスト	バルク品目	登録日付	登録者	変更日付	変更者	品目グループ	発注単位	NL	プラントレベル削除フラグ	出庫保管場所	入庫保管場所	在庫決定グループ	購買グループ	MRPグループ	MRP管理者	MRPタイプ	日程計画余裕キー	納入予定日数	入庫処理日数	発注点	安全在庫	最小ロットサイズ	最大ロットサイズ	固定ロットサイズ	購買発注丸め数量	組立不良率	製造計画担当	原産国	原産地	利益センタ	原価計算ロットサイズ	原価計算特殊調達タイプ	間接費キー	品目発生源	RoHSフラグ	RoHS日付	RoHSテキスト	安全重要	安全重要テキスト	設計予算材料費	設計予算加工費	図面改訂	該非判定	メーカーコード	メーカ正式名称1	メーカ正式名称2	格上げ区分	工程	適合確認Ver	集団変換後品目コード	GL勘定	棚番	メーカー名	Av	バックフラッシュ	購買発注テキスト
40303147100	P300	ROH		2050.000	1000	2.050	2025	001	1200	ZZS310	PC	F			ERG1ANJ471 1W 470ｵｰﾑ +-5% ﾊﾞﾝ*		20090612	SIS008	20200821	MM3008	40		L		3110	3110		500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2.30	0.00		X	4500300	パナソニック				3		154000		ﾊﾟﾅｿﾆｸ	02		
40307052700	P300	ROH		3730.000	1000	3.730	2025	001	1200	ZZS310	PC	F			MFS1/4CCT26A6810F 0.25W 681ｵｰ*		20100222	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1.90	0.00		Y	4500815	ＫＯＡ			A2	4		154000		KOA	02		5月初めより供給可能　有効開始日迄日本より有償支給を実施
40307054400	P300	ROH		3730.000	1000	3.730	2025	001	1200	ZZS310	PC	F			MFS1/4CCT26A7501F 0.25W 7.5Kｵ*		20100222	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1.90	0.00		Y	4500815	ＫＯＡ			A2	4		154000		KOA	02		2013/4月中に供給可能　有効開始日迄、日本より供給とする
40310807100	P300	ROH		81200.000	1000	81.200	2025	001	1200	ZZS310	PC	F			RF10TK4R7SAA 10W 4.7ｵｰﾑ +*D0A*		20141110	SISSYS	20250407	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			23.10	0.00		X	8850001	ＪＰ　ＴＨＡＩ　ＡＳＡＨＩ						154000		ﾀｲｱｻﾋ	02		
40320134100	P300	ROH		4200.000	1000	4.200	2025	001	1200	ZZS310	PC	F			CFS1/2C 102J 0.5W 1Kｵｰﾑ +-5% *		20210202	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	75	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2.00	0.00			4500815	ＫＯＡ						154000		KOA	02		
40320136400	P300	ROH		2400.000	1000	2.400	2025	001	1200	ZZS310	PC	F			CFS1/2C 473J 0.5W 47Kｵｰﾑ +-5%*		20170406	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2.00	0.00			4500815	ＫＯＡ						154000		KOA	02		
40320210400	P300	ROH		3800.000	1000	3.800	2025	001	1200	ZZS310	PC	F			CFS1/2CT52A105J 0.5W 1000Kｵｰﾑ*		20120423	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			0.00	0.00		X	4500815	ＫＯＡ			A2	4		154000		KOA	02		
40320210500	P300	ROH		3000.000	1000	3.000	2025	001	1200	ZZS310	PC	F			CFS1/2CT26A334J 0.5W 330Kｵｰﾑ *		20120709	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1.10	0.00		X	4500815	ＫＯＡ			A2	3		154000		KOA	02		2020/1/20 IPO評価減部材
40320211500	P300	ROH		4800.000	1000	4.800	2025	001	1200	ZZS310	PC	F			CFS1/2CVTA684J 0.5W 680Kｵｰﾑ +*		20130107	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			3.00	0.00		X	4500815	ＫＯＡ			A3	4		154000		KOA	02		
40321312600	P300	ROH		17000.000	1000	17.000	2025	001	1200	ZZS310	PC	F			BPR58C10LJ 5W 10ﾐﾘｵｰﾑ +-5% ROHSﾀｲｵｳﾋﾝ		20090610	SIS019	20250610	PP1150	40		L		3110	3110		503		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			20.00	0.00		Y								154000		KOA	02		2020/1/20 IPO評価減部材
40321420900	P300	ROH		8500.000	1000	8.500	2025	001	1200	ZZS310	PC	F			MOS3C 153J 3W 15Kｵｰﾑ +-5% ﾊﾞﾝ*		20100630	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	240	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			8.00	0.00		X	4500815	ＫＯＡ				4		154000		KOA	02		
40322000100	P300	ROH		70000.000	1000	70.000	2025	001	1200	ZZS310	PC	F			MNS05N5R6KI 5W 5.6ｵｰﾑ +-10% ﾏ*		20090612	SIS008	20250717	PP1056	MAIN		L		3110	3110		502		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/01/01	三社ランク指針適合品(RoHS品)			27.00	0.00		X	4501095	ミクロン電気						154000		ﾐｸﾛﾝ D	02		
40322111300	P300	ROH		67000.000	1000	67.000	2025	001	1200	ZZS310	PC	F			MHS20A1R0KN 20W 1ｵｰﾑ +-10% AP*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		502		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			77.00	0.00		X	4501095	ミクロン電気				3		154000		ﾐｸﾛﾝ D	02		
40322115300	P300	ROH		100000.000	1000	100.000	2025	001	1200	ZZS310	PC	F			MHS30A100KN 30W 10ｵｰﾑ +-10% A*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		502		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			110.00	0.00		X	4501095	ミクロン電気				5		154000		ﾐｸﾛﾝ D	02		
40322121400	P300	ROH		100000.000	1000	100.000	2025	001	1200	ZZS310	PC	F			MHS40A101K 40W 100ｵｰﾑ +-10% ﾊ*		20090611	SIS008	20250407	MM1055	40		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2005/07/01	三社ランク指針適合品(RoHS品)			110.00	0.00		X	4501095	ミクロン電気						154000		ﾐｸﾛﾝ D	02		
40322303100	P300	ROH		100000.000	1000	100.000	2025	001	1200	ZZS310	PC	F			MFS20A330KN 20W 33ｵｰﾑ +-10% A*		20110527	SISSYS	20250407	MM1055	ZZZ		L		3110	3110		502		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			80.00	0.00		X	4501095	ミクロン電気				4		154000		ﾐｸﾛﾝ D	02		
40913003200	P300	ROH		4610000.000	1000	4610.000	2025	001	1200	ZZS310	PC	F			SSH2220 AC220V 200W 280X202		20170818	SISSYS	20200401	MM3006	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						4190.00	0.00			4500473	篠原電機						154000		ｼﾉﾊﾗ D	02		
40999008800	P300	ROH		8500000.000	1000	8500.000	2025	001	1200	ZZS310	PC	F			CAN終端ｺﾈｸﾀ 120ｵｰﾑ 120Ω CAN終端		20210301	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						8500.00	0.00			4501797	ワイ・デー・ケー						154000		YDK	02		
41000800401	P300	ROH		1479000.000	1000	1479.000	2025	001	1200	ZZS310	PC	F			RRT 5M 0.5W 5Kｵｰﾑ ｼﾔﾌﾄL=21MM *		20180410	SISSYS	20250407	MM1055	ZZZ		L		3110	3110		504		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1500.00	0.00			4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
41000800500	P300	ROH		1668000.000	1000	1668.000	2025	001	1200	ZZS310	PC	F			RRT10103 2W 10Kｵｰﾑ ｼﾔﾌﾄL=21MM*		20170321	SISSYS	20250703	SD1091	ZZZ		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1261.00	0.00			4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
41014316400	P300	ROH		9100.000	1000	9.100	2025	001	1200	ZZS310	PC	F			FT-63EP 100Kｵｰﾑ 0.5W 100Kｵｰﾑ Bﾄｸｾｲ ROHSﾀ		20090612	SIS008	20250407	MM1055	41		L		3110	3110		502		S90	PD	010	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/01/01	三社ランク指針適合品(RoHS品)			9.00	0.00		Y								154000		NｺﾊﾟﾙD	02		
41014317400	P300	ROH		9100.000	1000	9.100	2025	001	1200	ZZS310	PC	F			FT-63EP 5Kｵｰﾑ 0.5W 5Kｵｰﾑ Bﾄｸｾｲ ROHSﾀｲｵｳﾋ		20090612	SIS008	20250407	MM1055	41		L		3110	3110		502		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/01/01	三社ランク指針適合品(RoHS品)			9.00	0.00		Y								154000		NｺﾊﾟﾙD	02		
41014318900	P300	ROH		8900.000	1000	8.900	2025	001	1200	ZZS310	PC	F			FT-63ETV 1Kｵｰﾑ 0.5W 1Kｵｰﾑ Bﾄｸ*		20090612	SIS008	20250407	MM1055	41		L		3110	3110	3110	500		S90	PD	080	300	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			9.00	0.00		Y	4501184	日本電産コパル電子			A3	4		154000		NｺﾊﾟﾙD	02		2020/1/20 IPO評価減部材
41231610200	P300	ROH		1350000.000	1000	1350.000	2025	001	1200	ZZS310	PC	F			b281 2W 1Kｵｰﾑ ｼﾔﾌﾄL=20MM ﾄﾞﾗｲﾊﾞﾐｿﾞ=ﾂｷ B		20100108	SISSYS	20250407	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	140	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1155.00	0.00		X								154000		Tｺｽﾓｽ	02		
42111220300	P300	ROH		8690000.000	1000	8690.000	2025	001	1200	ZZS310	PC	F			ECST451LGN103MFN0U DC 450V 10*		20210209	SISSYS	20250423	PP1150	ZZZ		L		3110	3110	3110	500		S90	PD	080	150	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			5275.00	0.00			4500625	日本ケミコン				4		154000		ﾆﾎﾝｹﾐｺ	02		OR使用可能品目
42421015001	P300	ROH		190000.000	1000	190.000	2025	001	1200	ZZS310	PC	F			ECWS43205Z95		20090612	SIS008	20200325	MM3005	42		L		3110	3110		500		S90	PD	080	22	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			209.00	0.00		Y							42421532800予定	154000		ﾊﾟﾅｿﾆｸ	02		15/03/09 42421532800 MP5-2 205J430V予定 Vo
42421018300	P300	ROH		48000.000	1000	48.000	2025	001	1200	ZZS310	PC	F			ECWH16333JV DC1600V 0.033MF +*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			46.42	0.00		Y	4500300	パナソニック				3		154000		ﾊﾟﾅｿﾆｸ	02		
42421021000	P300	ROH		77500.000	1000	77.500	2025	001	1200	ZZS310	PC	F			FGSM(161)400V225J-SL DC 4*D0A*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		502		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			66.00	0.00		Y	4501311	神栄キャパシタ			G1	5		154000		ｼﾝｴｲCP	02		2014/4/1にIPO供給可能
42421022200	P300	ROH		45000.000	1000	45.000	2025	001	1200	ZZS310	PC	F			ECQE10224KF DC1000V 0.22MF +-*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		503		S90	PD	010	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			50.00	0.00		Y	4500300	パナソニック			G1	5		154000		ﾊﾟﾅｿﾆｸ	02		2013年2月末頃IPOに部品入荷予定だが、日本に在庫が
42421023100	P300	ROH		13800.000	1000	13.800	2025	001	1200	ZZS310	PC	F			ECQE2224KF DC 250V 0.22MF +-1*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			20.00	0.00		Y	4500300	パナソニック				4		154000		ﾊﾟﾅｿﾆｸ	02		2020/1/20 IPO評価減部材 SSL一般貿易のみ
42421023800	P300	ROH		8200.000	1000	8.200	2025	001	1200	ZZS310	PC	F			ECQE2103KF DC 250V 0.010μF +1*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			9.00	0.00		X	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		
42421024900	P300	ROH		22000.000	1000	22.000	2025	001	1200	ZZS310	PC	F			ECQE12473KF AC 125V DC1250V 0*		20090610	SIS019	20200413	MM3005	42		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			24.00	0.00		X	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		
42421025100	P300	ROH		41740.000	1000	41.740	2025	001	1200	ZZS310	PC	F			ECQE1335KF DC 100V 3.3MF +-10%		20090612	SIS008	20250603	MM1021	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			40.00	0.00		Y	4500300	パナソニック			G1			154000		ﾊﾟﾅｿﾆｸ	02		2013年2月末頃IPOに部品入荷予定だが、日本に在庫が
42421025800	P300	ROH		19500.000	1000	19.500	2025	001	1200	ZZS310	PC	F			ECWH16222JV AC1200V DC1600V 0*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		502		S90	PD	030	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			22.00	0.00		Y	4500300	パナソニック				4		154000		ﾊﾟﾅｿﾆｸ	02		
42421131000	P300	ROH		11200.000	1000	11.200	2025	001	1200	ZZS310	PC	F			ECQE6473KF ﾒﾀﾗｲﾄﾞﾎﾟﾘｴｽﾃ DC 63*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			16.00	0.00		Y	4500300	パナソニック				3		154000		ﾊﾟﾅｿﾆｸ	02		即時の切替可能、但し在庫が20個になる迄供給　2014/5/29
42421131900	P300	ROH		21850.000	1000	21.850	2025	001	1200	ZZS310	PC	F			ECQE6104KZ DC 630V 0.1MF +-10*		20090612	SIS008	20210407	MM3008	42		L		3110	3110		500		S90	PD	080	33	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)	A	安全重要部品	24.03	0.00		X	4500300	パナソニック					42421130800	154000		ﾊﾟﾅｿﾆｸ	02		
42421133600	P300	ROH		44200.000	1000	44.200	2025	001	1200	ZZS310	PC	F			ECQE4105KF DC 400V 1.0MF 10% *		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			53.20	0.00		X	4500300	パナソニック				4		154000		ﾊﾟﾅｿﾆｸ	02		2020/1/20 IPO評価減部材
42421134500	P300	ROH		43480.000	1000	43.480	2025	001	1200	ZZS310	PC	F			ECQE4225KF DC 400V 2.2MF +-10*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			89.60	0.00		Y	4500300	パナソニック			G1	4		154000		ﾊﾟﾅｿﾆｸ	02		2013年2月末頃IPOに部品入荷予定の為、fal・sslに
42421135200	P300	ROH		9200.000	1000	9.200	2025	001	1200	ZZS310	PC	F			ECQE4103KF DC 400V 0.01MF +-1*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			13.50	0.00		Y	4500300	パナソニック				3		154000		ﾊﾟﾅｿﾆｸ	02		2020/1/20 IPO評価減部材
42421135400	P300	ROH		30100.000	1000	30.100	2025	001	1200	ZZS310	PC	F			ECQE4474KF DC 400V 0.47MF 10%*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			40.00	0.00		Y	4500300	パナソニック				3		154000		ﾊﾟﾅｿﾆｸ	02		
42421135600	P300	ROH		9900.000	1000	9.900	2025	001	1200	ZZS310	PC	F			ECQE6223KF DC 630V 0.022MF 10*		20090612	SIS008	20250627	PP1163	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			13.60	0.00		X	4500300	パナソニック			G1	4		154000		ﾊﾟﾅｿﾆｸ	02		
42421137600	P300	ROH		15220.000	1000	15.220	2025	001	1200	ZZS310	PC	F			ECQE1333KF DC 100V 0.033MF +-*		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			11.00	0.00		X	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		
42421530300	P300	ROH		11800.000	1000	11.800	2025	001	1200	ZZS310	PC	F			ECQE2104KF3 250VDC 0.1MF ±10％*		20100422	SISSYS	20250627	PP1163	ZZZ		L		3110	3110		503		S90	PD	030	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			8.14	0.00		X	4500300	パナソニック			A3	3		154000		ﾊﾟﾅｿﾆｸ	02		
42421532400	P300	ROH		180000.000	1000	180.000	2025	001	1200	ZZS310	PC	F			LEX(254)250VAC805J-SL AC250V *		20101116	SISSYS	20250407	MM1055	ZZZ		L		3110	3110		502		S90	PD	030	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			160.00	0.00		Y	4501311	神栄テクノロジー				4		154000		ｼﾝｴｲTC	02		下記の商品の通常リードタイムは約2.5ヶ月となっております。
42422136500	P300	ROH		23700.000	1000	23.700	2025	001	1200	ZZS310	PC	F			ECQE12103KF AC 125V DC1250V 0*		20090610	SIS019	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			17.00	0.00		X	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		
424221559	P300	ROH		9200.000	1000	9.200	2025	001	1200	ZZS310	PC	F			ECQE4473KF		20090612	SIS008	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			11.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		即時の切替可能と指示有、但し安全在庫を割る迄供給　2014/5/29
42423003600	P300	ROH		3500.000	1000	3.500	2025	001	1200	ZZS310	PC	F			ECQV1H333JMW DC  50V 0.033MF *		20090611	SIS008	20200413	MM3005	42		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3.90	0.00		X	4500300	パナソニック				3	42423115000予定	154000		ﾊﾟﾅｿﾆｸ	02		15/03/09 42423115000 ECQV1H333JLW予定 VolC
42423007000	P300	ROH		8300.000	1000	8.300	2025	001	1200	ZZS310	PC	F			ECQV1H474JL3 DC  50V 0.47*D0A*		20090612	SIS008	20240424	CO1004	42		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			10.00	0.00		Y	4500300	パナソニック			A3	4	#42423116600予定	154000		ﾊﾟﾅｿﾆｸ	02		代品42423116600予定 Dフラグ
42423115300	P300	ROH		5350.000	1000	5.350	2025	001	1200	ZZS310	PC	F			ECQV1H103JLW DC50 DC50 0.01μF*		20121029	SISSYS	20200415	MM1041	ZZZ		L		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		代品不要　使用製品なし　GPPより5/30現地調達宣言分
42423115400	P300	ROH		6700.000	1000	6.700	2025	001	1200	ZZS310	PC	F			ECQV1H104JLW DC50 DC50 0.1μF *		20121029	SISSYS	20240122	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		使用製品無し　代品検討不要　GPPより5/30現地調達宣言分
42423115500	P300	ROH		13500.000	1000	13.500	2025	001	1200	ZZS310	PC	F			ECQV1H105JLW DC50 DC50 1μF +-*		20121029	SISSYS	20240424	CO1004	ZZZ		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		2020/1/20 IPO評価減部材
42423115600	P300	ROH		6200.000	1000	6.200	2025	001	1200	ZZS310	PC	F			ECQV1H223JLW DC50 DC50 0.022μ*		20121029	SISSYS	20240424	CO1004	ZZZ		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3.00	0.00		Y	4500300	パナソニック						154000		ﾊﾟﾅｿﾆｸ	02		2020/1/20 IPO評価減部材
42442011600	P300	ROH		8000.000	1000	8.000	2025	001	1200	ZZS310	PC	F			DE1E3KX332MA4BL01 3300PF *D0A*		20090611	SIS008	20200317	MM3005	42		L		3110	3110		500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			8.80	0.00		Y	4501029	村田製作所				3		154000		ﾑﾗﾀSS	02		
42442623700	P300	ROH		14000.000	1000	14.000	2025	001	1200	ZZS310	PC	F			RPE2C1H102J2P1A01B ｾﾗﾐｯｸ DC50*		20110128	SISSYS	20191113	SIS010	ZZZ		L		3110	3110		502		S90	PD	030	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2.00	0.00		X	4501029	村田製作所					42442626000予定	154000		ﾑﾗﾀSS	02		代品42442626000予定 ALLOK
42507091800	P300	ROH		15700.000	1000	15.700	2025	001	1200	ZZS310	PC	F			EEUFM1H221 DC  50V 220MF +-20*		20090612	SIS008	20200304	MM3005	42		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			17.00	0.00		Y	4500300	パナソニック				3	42901818200	154000		ﾊﾟﾅｿﾆｸ	02		代品42901818200予定 ALLOK
42507094000	P300	ROH		14300.000	1000	14.300	2025	001	1200	ZZS310	PC	F			EKMQ350ELL102MK20S DC  35*D0A*		20110608	SISSYS	20250407	MM1055	MAIN		L		3110	3110		500		S90	PD	080	135	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2008/04/01	三社ランク指針適合品(RoHS品)			13.00	0.00		X	4500625	日本ケミコン						154000		ﾆﾎﾝｹﾐｺ	02		2020/1/20 IPO評価減部材
42507904500	P300	ROH		11500.000	1000	11.500	2025	001	1200	ZZS310	PC	F			EKMQ250ELL471MJC5S ﾃﾞﾝｶｲｺﾝﾃﾞﾝ*		20150305	SISSYS	20250407	MM1055	42		L		3110	3110		500		S90	PD	080	80	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			14.00	0.00		X	4500625	日本ケミコン				4		154000		ﾆﾎﾝｹﾐｺ	02		
42601002300	P300	ROH		120000.000	1000	120.000	2025	001	1200	ZZS310	PC	F			SH-DP DS401504QP-1 AC 400V 0.5MF ROHSﾀｲｵ		20090612	SIS008	20250603	MM1042	42		L		3110	3110		503		S90	PD	080	75	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			156.00	0.00		Y								154000		ﾊﾟﾅｿﾆｸ	02		
