分類	完成年月	月数	品目コード	品目テキスト	指図	保管場所	計画開始	計画終了	受注変更前計画終了	WBS要素	プラント	品目タイプ	MRP管理者	MRP管理者名	指図タイプ	指図タイプ名	指図カテゴリ	項目	工場	区分	タイプ	投入数	当月予定数	不良数	最大完成数	過去完成数累計	完成数	完成残数	計画原価	実績原価	原価差異	実績正味原価	正味原価差異	実績副資材	当月副資材	実績間接費	当月間接費	予定原価	不良原価	製品金額	製品残金額	製品不良金額	計画原価ORG	実績原価ORG	原価差異ORG	実績正味原価ORG	正味原価差異ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	予定原価ORG	不良原価ORG	製品金額ORG	製品残金額ORG	製品不良金額ORG	材料原価	加工原価	経費原価	直接材料費	補助材料費	副資材費	外注加工費	労務費	間接費	設備費	経費	有効価格なし	逆ザヤ	販売伝票	販売伝票明細
10.完成予定	2025/08	 0		大型変圧（ブスバー）	40162832		20250723	20250807		G-0334282-20-01-02-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
06.営業在庫消費	2025/08	 2	A00A0117202	SHA-7	40162945	1910				M-0340084-10	P100	UNBW	B50	小型５号ライン			00	－	－	－	－	0.000	0.000	0.000	0.000	0.000	-1.000	1.000	-61578.000	-61578.000	0.000	-61578.000	0.000	0.000	0.000	0.000	0.000	61578.150	0.000	-72000.000	72000.000	0.000	-61578.000	-61578.000	0.000	-61578.000	0.000	0.000	0.000	0.000	0.000	61578.150	0.000	-72000.000	72000.000	0.000	-19719.600	0.000	-41858.550	-18584.850	-1134.750	0.000	-22602.150	-19256.400	0.000	0.000	0.000				
10.完成予定	2025/08	 3	A00A2111200	RCP-PL1-DD-HA-H-M(ｸﾛﾑ)	40162952	1911	20250722	20250807		M-0340095-10	P100	UNBW	B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	972722.000	0.000	972722.000	0.000	972722.000	0.000	0.000	0.000	0.000	972722.000	0.000	0.000	1420000.000	0.000	972722.000	0.000	972722.000	0.000	972722.000	0.000	0.000	0.000	0.000	972722.000	0.000	0.000	1420000.000	0.000	797688.000	0.000	175034.000	792873.000	0.000	0.000	104800.000	42798.000	18656.000	8780.000	4815.000			340095	000010
10.完成予定	2025/08	 2	A00A2111300	RCP-PL1-DD-HA-H-M(ｽﾄﾗｲｸ)	40162954	1911	20250725	20250818		M-0340096-10	P100	UNBW	B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	972722.000	0.000	972722.000	0.000	972722.000	0.000	0.000	0.000	0.000	972722.000	0.000	0.000	1420000.000	0.000	972722.000	0.000	972722.000	0.000	972722.000	0.000	0.000	0.000	0.000	972722.000	0.000	0.000	1420000.000	0.000	797688.000	0.000	175034.000	792873.000	0.000	0.000	104800.000	42798.000	18656.000	8780.000	4815.000			340096	000010
10.完成予定	2025/02	 0		ケース青伝１	40162971		20250204	20250206		G-0327712-10-01-07	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 4	F00A0904400	3! 3663KVA 11000/143V	40162975		20250609	20250701		G-0332918-40-01-01	P100	HALB	CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	18000000.000	0.000	18000000.000	0.000	18000000.000	0.000	0.000	0.000	0.000	0.000	0.000	18000000.000	0.000	0.000	18000000.000	0.000	18000000.000	0.000	18000000.000	0.000	0.000	0.000	0.000	0.000	0.000	18000000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 0	J00A7248800	TR金具構成表	40162976		20250522	20250606		G-0332918-40-01-01-01	P100	HALB	CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	45000.000	0.000	45000.000	0.000	45000.000	0.000	0.000	0.000	0.000	0.000	0.000	45000.000	0.000	0.000	45000.000	0.000	45000.000	0.000	45000.000	0.000	0.000	0.000	0.000	0.000	0.000	45000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/06	 0	E00A6418700	TRﾌﾞｽﾊﾞｰ構成表	40162977		20250522	20250606		G-0332918-40-01-01-02	P100	HALB	CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	173000.000	0.000	173000.000	0.000	173000.000	0.000	0.000	0.000	0.000	0.000	0.000	173000.000	0.000	0.000	173000.000	0.000	173000.000	0.000	173000.000	0.000	0.000	0.000	0.000	0.000	0.000	173000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１ケース	40162978		20250609	20250701		G-0332918-40-01-02	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１ハーネス（一品）	40162979		20250609	20250701		G-0332918-40-01-03	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１ブスバー	40162981		20250609	20250701		G-0332918-40-01-05	P100		CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 3	F00A0907800	3! 5503KVA 3300/649VX2	40162989		20250711	20250805		G-0335957-10-01-07	P100	HALB	CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	9038000.000	0.000	9038000.000	0.000	9038000.000	0.000	0.000	0.000	0.000	0.000	0.000	9038000.000	0.000	0.000	9038000.000	0.000	9038000.000	0.000	9038000.000	0.000	0.000	0.000	0.000	0.000	0.000	9038000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧2（ケース）	40162990		20250625	20250710		G-0335957-10-01-07-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧2（ブスバー）	40162991		20250625	20250710		G-0335957-10-01-07-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 3	F00A0907900	IPL 486.8V 3000A X2	40162992		20250711	20250805		G-0335957-10-01-08	P100	HALB	CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	867000.000	0.000	867000.000	0.000	867000.000	0.000	0.000	0.000	0.000	0.000	0.000	867000.000	0.000	0.000	867000.000	0.000	867000.000	0.000	867000.000	0.000	0.000	0.000	0.000	0.000	0.000	867000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧（ケース）	40162993		20250625	20250710		G-0335957-10-01-08-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧（ブスバー）	40162994		20250625	20250710		G-0335957-10-01-08-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	A00A2063301	SCAM2F6-170-255VC 予	40163205		20250711	20250828		G-0333104-10-01-04	P100	UNBW	C18	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 3		ハーネス（一品）	40163208		20250624	20250710		G-0333104-20-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	A00A2063401	SCAM26-200-100VC 予備	40163210		20250711	20250828		G-0333104-20-01-04	P100	UNBW	C18	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		PWﾕﾆｯﾄ_ﾊｰﾈｽ	40163216		20250326	20250708		I-0332451-10-01-04-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 3	J00A7104900	ｹｰｽ構成表(PC3-F50V3A)	40163220		20250321	20250711		I-0332451-10-01-05-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		PCﾕﾆｯﾄ_ﾊｰﾈｽ	40163221		20250326	20250708		I-0332451-10-01-05-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 3	A00A2031101	SCB3WF7-35-20KC LCP	40163278		20250703	20250822		G-0327744-10-01-07	P100	UNBW	CP0	有岡電機製作所 S	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 3	A00A2111700	MRS-12005AY5(RC10M)	40163282	1911	20250728	20250822		M-0340675-10	P100	UNBW	B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	822298.000	0.000	822298.000	0.000	822298.000	0.000	0.000	0.000	0.000	822298.000	0.000	0.000	1100000.000	0.000	822298.000	0.000	822298.000	0.000	822298.000	0.000	0.000	0.000	0.000	822298.000	0.000	0.000	1100000.000	0.000	659556.000	0.000	162742.000	657241.000	0.000	0.000	97440.000	39793.000	17346.000	8163.000	2315.000			340675	000010
10.完成予定	2025/08	 2	A00A1970200	MRS-15010AY5T (RC10M)	40163283	1911	20250728	20250822		M-0340675-20	P100	UNBW	B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	818716.000	0.000	818716.000	0.000	818716.000	0.000	0.000	0.000	0.000	818716.000	0.000	0.000	1300000.000	0.000	818716.000	0.000	818716.000	0.000	818716.000	0.000	0.000	0.000	0.000	818716.000	0.000	0.000	1300000.000	0.000	659249.000	0.000	159467.000	657400.000	0.000	0.000	95479.000	38992.000	16997.000	7999.000	1849.000			340675	000020
10.完成予定	2025/08	 0		大型Ｂ１変圧（ケース）	40163311		20250717	20250804		G-0336374-10-01-01-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧（ブスバー）	40163312		20250717	20250804		G-0336374-10-01-01-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧	40163319		20250724	20250822		G-0336374-20-01-01	P100		CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧（ケース）	40163320		20250709	20250723		G-0336374-20-01-01-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	J00A7225000	ｹｰｽ金具構成表	40163322		20250724	20250822		G-0336374-20-01-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	233300.000	0.000	233300.000	0.000	233300.000	0.000	0.000	0.000	0.000	0.000	0.000	233300.000	0.000	0.000	233300.000	0.000	233300.000	0.000	233300.000	0.000	0.000	0.000	0.000	0.000	0.000	233300.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2		大型Ｂ１ハーネス（一品）	40163323		20250724	20250822		G-0336374-20-01-03	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１ヒートシンク	40163324		20250724	20250822		G-0336374-20-01-04	P100		CE0	ヒートシンク	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	E00A6403500	ﾌﾞｽﾊﾞｰ構成表	40163325		20250724	20250822		G-0336374-20-01-05	P100	HALB	CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	67938.000	0.000	67938.000	0.000	67938.000	0.000	0.000	0.000	0.000	0.000	0.000	67938.000	0.000	0.000	67938.000	0.000	67938.000	0.000	67938.000	0.000	0.000	0.000	0.000	0.000	0.000	67938.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧	40163328		20250709	20250801		M-0338500-10-01-01	P100		CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧（ケース）	40163329		20250623	20250708		M-0338500-10-01-01-01	P100		CC2	ケース（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/07	 0		大型Ｂ１変圧（ブスバー）	40163330		20250623	20250708		M-0338500-10-01-01-02	P100		CF2	ブスバー（トランス用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 2	J00A7124900	ｹｰｽ構成表	40163331		20250709	20250801		M-0338500-10-01-02	P100	HALB	CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	402200.000	0.000	402200.000	0.000	402200.000	0.000	0.000	0.000	0.000	0.000	0.000	402200.000	0.000	0.000	402200.000	0.000	402200.000	0.000	402200.000	0.000	0.000	0.000	0.000	0.000	0.000	402200.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 4		大型Ｂ１ハーネス（一品）	40163332		20250609	20250801		M-0338500-10-01-03	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		予備品	40163335		20250729	20250826		M-0338500-10-01-06	P100		B50	小型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	小型(内作)	大阪	小型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧	40163349		20250715	20250826		G-0335907-10-01-01	P100		CB0	大型変圧	ZPS2	プロジェクト電源（活動割当）	20	大型(変圧)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧（ケース）	40163350		20250709	20250801		G-0335907-10-01-01-01	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		大型Ｂ１変圧（ブスバー）	40163351		20250709	20250801		G-0335907-10-01-01-02	P100		CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
